"CorporateNumber","CorporationName","CorporateStatus","FilingType","AddressLine1","AddressLine2","City","State","ZipCode","Country","FillingDate"
"L05000000288","CREDIT DETAILER LLC                             ","A","FLAL","           1671 SW 107 AVE                           ","                                          ","MIAMI                       ","FL","33165     ","  ","01022005"
"L05000000298","FLORIDA RAILROAD & LUMBER COMPANY               ","A","FLAL","           1041 NE 6TH. BLVD                         ","                                          ","WILLISTON                   ","FL","32696     ","  ","01022005"
"P05000000178","ALTERNATIVE EXTERIOR SOLUTIONS INC.             ","A","DOMP","           3124 NW 91 ST AVE                         ","                                          ","CORAL SPRINGS               ","FL","33065     ","US","12272004"
"L05000000308","HERA HOLDING INTERNATIONAL, LLC                 ","A","FLAL","           4305 STATE BRIDGE RD                      ","# 103-17                                  ","ALPHARETTA                  ","GA","30022     ","US","01032005"
"L05000000318","FOXPOINTE, LLC                                  ","A","FLAL","           2740 S.W.  MARTIN DOWNS BLVD.             ","# 301                                     ","PALM CITY                   ","FL","34990     ","  ","01032005"
"L05000000328","UNITY RENOVATIONS LLC                           ","A","FLAL","           P.O. BOX 152515                           ","                                          ","TAMPA                       ","FL","33684     ","US","12272004"
"L05000000338","AMPROP HOLDINGS GAINESVILLE, LLC                ","A","FLAL","           4210 W. SPRUCE STREET                     ","SUITE 202                                 ","TAMPA                       ","FL","33607     ","US","01032005"
"P05000000188","DRAMA INVESTMENTS, INC.                         ","A","DOMP","           360 LAS PALMAS STREET                     ","                                          ","ROYAL PALM BEACH            ","FL","33411     ","US","12302004"
"P05000000198","RED BARON HOT RODS, INC.                        ","A","DOMP","           719 E. PINE STREET                        ","                                          ","ORLANDO                     ","FL","32801     ","US","01032005"
"P05000000208","EXPRESS CONSULTING INCORPORATED                 ","A","DOMP","           1319 HAVRE STREET NW                      ","                                          ","PALM BAY                    ","FL","32907     ","US","01032005"
"L05000000348","RICH'S TOTAL CARE TAKING LLC                    ","A","FLAL","           6069 MANASOTA KEY ROAD                    ","                                          ","ENGLEWOOD                   ","FL","34223     ","  ","12302004"
"P05000000218","INVESTMENT HUNTERS CORP.                        ","A","DOMP","           5320 SW 34TH AVE                          ","                                          ","FORT. LAUDERDALE            ","FL","33312     ","  ","12282004"
"L05000000358","CODE 3 TECHNOLOGY OF CENTRAL FLORIDA, LLC       ","A","FLAL","           117 EAST MARKS STREET                     ","                                          ","ORLANDO                     ","FL","32803     ","  ","12302004"
"A05000000018","STOKES SLG, LTD.                                ","A","DOML","P          4315 PABLO OAKS COURT                     ","SUITE 1                                   ","JACKSONVILLE                ","FL","32224     ","  ","12302004"
"P05000000238","ATHCO PARTNERS, INC.                            ","A","DOMP","           12622 MEMORIAL HWY #41                    ","                                          ","TAMPA                       ","FL","33635     ","  ","01032005"
"N05000000018","AMERICAN GIFT FOUNDATION, INC.                  ","A","DOMN","P          1314 BRIDGEWATER DRIVE                    ","                                          ","TARPON SPRINGS              ","FL","34689     ","US","01032005"
"P05000000248","ORLANDO PEREZ TRIM & INSTALLATION, INC.         ","A","DOMP","           1457 DEERING AVE.                         ","                                          ","SPRING HILL                 ","FL","34609     ","  ","01012005"
"P05000000258","CANTER DOWN FARMS, INC.                         ","A","DOMP","           2669 TURNBULL BAY ROAD                    ","                                          ","NEW SMYRNA BEACH            ","FL","32168     ","US","01012005"
"P05000000268","SOUTHERN IMAGING ASSOCIATES, INC.               ","A","DOMP","           735 SW 148TH AVENUE                       ","1707                                      ","SUNRISE                     ","FL","33325     ","FL","01022005"
"L05000000368","AGERX, LLC                                      ","A","FLAL","           1037 MANTA WAY                            ","                                          ","TAMPA                       ","FL","33615     ","  ","12302004"
"P05000000228","KHB MANUFACTURING INC.                          ","A","DOMP","           6810 MANOR BEACH RD.                      ","                                          ","NEW PORT RICHEY             ","FL","34652     ","US","12312004"
"P05000000288","HICKSON ENTERPRISES, INC.                       ","A","DOMP","           108 SYCAMORE DRIVE                        ","                                          ","ROYAL PALM BEACH            ","FL","33411     ","US","01032005"
"P05000000298","SHELLBELL RENOVATIONS,INC                       ","A","DOMP","           9350 WOLCOTT LANE                         ","                                          ","PORT RICHEY                 ","FL","34668     ","US","12312004"
"P05000000318","INTEGRITY PROPERTY INSPECTIONS, INC.            ","A","DOMP","           600 APALACHICOLA ROAD                     ","                                          ","VENICE                      ","FL","34285     ","  ","01012005"
"P05000000328","SHADES OF BERGANDI, INC.                        ","A","DOMP","           1934 POINSETTIA DRIVE                     ","                                          ","PORT ORANGE                 ","FL","32128     ","  ","01012005"
"P05000000348","R & W SOD SERVICES, INC                         ","A","DOMP","           3249 PARKWAY PLACE                        ","                                          ","PALM HARBOR                 ","FL","34684     ","  ","01032005"
"L05000000378","FLORIDA WATER PROOFING, LLC                     ","A","FLAL","           6824 VALHALLA WAY                         ","                                          ","WINDERMERE                  ","FL","34786     ","  ","01012005"
"P05000000368","DOUBLES SPORTS BARS, INC.                       ","A","DOMP","           3535 FIRST AVE N.                         ","                                          ","ST. PETERSBURG              ","FL","33713     ","US","01012005"
"P05000000378","COLLIER INTERNATIONAL FINANCE INC.              ","A","DOMP","           PO BOX 11436                              ","                                          ","NAPLES                      ","FL","34101-1436","US","01032005"
"P05000000408","LAW FIRM ADVISORS GROUP, INC.                   ","A","DOMP","           18181 N. E. 31ST COURT                    ","SUITE 2503                                ","AVENTURA                    ","FL","33160     ","US","01012005"
"P05000000278","CELICO, INC.                                    ","A","DOMP","           5 FANWOOD COURT                           ","                                          ","PALM COAST                  ","FL","32137     ","US","01032005"
"P05000000338","MONSTAH LOBSTAH SEAFOOD MARKET, INC.            ","A","DOMP","           3499 NW 97TH BLVD                         ","SUITE #14                                 ","GAINESVILLE                 ","FL","32606     ","  ","01032005"
"P05000000358","RANGEL-ZELADA EYECARE P.A.                      ","A","DOMP","           3901 PROMENADE SQUARE DR                  ","4321                                      ","ORLANDO                     ","FL","32837     ","  ","01012005"
"P05000000388","F/V  C  STAR  IV,  INC.                         ","A","DOMP","           P.O. BOX 4                                ","                                          ","LITHIA                      ","FL","33547     ","US","01012005"
"P05000000418","DALE L. BERNSTEIN, CHARTERED                    ","A","DOMP","           7637 SR 52                                ","                                          ","BAYONET POINT               ","FL","34667     ","US","01032005"
"P05000000428","PREFERRED LIMOUSINES OF SOUTH FLORIDA, INC      ","A","DOMP","           PO BOX 15443                              ","                                          ","PLANTATION                  ","FL","33318     ","US","01012005"
"P05000000438","MIKE B CONSTRUCTION, INC.                       ","A","DOMP","           7267 MINIPPI DRIVE                        ","                                          ","ORLANDO                     ","FL","32818     ","US","01042005"
"P05000000448","CONFRAMIA , INC                                 ","A","DOMP","           2720 NE 41RST ROAD                        ","                                          ","HOMESTEAD                   ","FL","33033     ","  ","01032005"
"L05000000388","CARS OF FLORIDA, LLC                            ","A","FLAL","           621 E. WASHINGTON ST. SUITE 8             ","                                          ","ORLANDO                     ","FL","32801     ","  ","01012005"
"P05000000458","ICON COMMERCIAL REALTY, INC.                    ","A","DOMP","           5323 SW 34TH TER                          ","                                          ","FT LAUDERDALE               ","FL","33312     ","US","01032005"
"P05000000308","AMERISPEC, FLORIDA SPACE COAST, INC.            ","A","DOMP","           763 LAKE GEORGE DRIVE                     ","                                          ","MELBOURNE                   ","FL","32940     ","  ","01012005"
"F05000000008","THEME STORES, INC.                              ","A","FORP","           99-081 KOAHA WAY                          ","                                          ","AIEA                        ","HI","96701     ","  ","12302004"
"P05000000398","REMIKE JOSEPH ENTERPRISES, INC.                 ","A","DOMP","           5605 NW 50TH AVE                          ","                                          ","TAMARAC                     ","FL","33319     ","  ","01012005"
"P05000000468","ARC TISTIC METALS, INC.                         ","A","DOMP","           3553 CYPRESS TERRACE                      ","                                          ","PINELLAS PARK               ","FL","33781     ","US","01012005"
"P05000000488","NATURALLY...NIVIA, INC.                         ","A","DOMP","           354 S.E. 5TH AVENUE                       ","                                          ","DELRAY BEACH                ","FL","33483     ","US","01032005"
"P05000000498","AFFORDABLE FRANCHISE/SMOKEY AND LEAN, INC.      ","A","DOMP","           2136 PLANTATION FOREST DRIVE              ","                                          ","TALLAHASSEE                 ","FL","32317     ","  ","01032005"
"L05000000398","FRAGALAKE, LLC                                  ","A","FLAL","           1320 SOUTH DIXIE HIGHWAY, SUITE 214       ","                                          ","CORAL GABLES                ","FL","33146     ","  ","12302004"
"P05000000508","ONEWORLD COMMUNICATIONS, INC                    ","A","DOMP","           2307 DOUGLAS RD                           ","302                                       ","MIAMI                       ","FL","33145     ","  ","01032005"
"P05000000518","SAGE FINANCIAL GROUP,INC.                       ","A","DOMP","           6349 103RD ST                             ","                                          ","JACKSONVILLE                ","FL","32210     ","US","01032005"
"P05000000528","APPLE IMAGING CORP.                             ","A","DOMP","           3155 HASSI POINT                          ","                                          ","LONGWOOD                    ","FL","32779     ","US","12312004"
"P05000000478","STAFFORD ENTERPRISES, INC.                      ","A","DOMP","           5321 43RD STREET, NORTH                   ","                                          ","ST. PETERSBURG              ","FL","33709     ","  ","01032005"
"P05000000538","ANDERSON VALET SERVICES, INC.                   ","A","DOMP","           1840 WOLFORD RD.                          ","34                                        ","CLEARWATER                  ","FL","33760     ","US","01032005"
"P05000000548","HALO COMMUNICATIONS, INC                        ","A","DOMP","           2607 EDGEWATER DRIVE                      ","# 316                                     ","ORLANDO                     ","FL","32804     ","  ","01012005"
"P05000000558","THOMAS RENTER CRNA PA                           ","A","DOMP","           2209 GREENHILLS DR.                       ","                                          ","VALRICO                     ","FL","33594     ","  ","01032005"
"P05000000568","BESTWAY CONCRETE CONSTRUCTION, INC.             ","A","DOMP","           548 SE WARD CRAWFORD COURT                ","                                          ","LAKE CITY                   ","FL","32024     ","US","01032005"
"P05000000578","J.O.E. OMNI CORPORATION                         ","A","DOMP","           747 HARRISON AVENUE                       ","                                          ","PANAMA CITY                 ","FL","32401     ","  ","01032005"
"P05000000588","VESCIO ENTERPRISES, INC.                        ","A","DOMP","           169 MARTESIA WAY                          ","                                          ","INDIAN HARBOUR BEACH        ","FL","32937     ","  ","01032005"
"L05000000418","THAT OLD HOUSE, LLC                             ","A","FLAL","           601 PALMETTO AVENUE                       ","                                          ","SANFORD                     ","FL","32771     ","  ","01012005"
"F05000000018","INSTANT CAPITAL FUNDING GROUP, INC.             ","A","FORP","           1045 W. KETELLA AVE., SUITE 390           ","                                          ","ORANGE                      ","CA","92867     ","  ","01032005"
"P05000000608","JTC & ASSOCIATES, INC.                          ","A","DOMP","           PO BOX 260551                             ","                                          ","PEMBROKE PINES              ","FL","33026-0551","  ","01032005"
"L05000000408","ROYETTE & KENNY FINCHER CLEANING SERVICE L.L.C. ","A","FLAL","           5218 PLATEAU RD LOT B                     ","                                          ","PENSACOLA                   ","FL","32507     ","  ","01032005"
"L05000000428","MERIDIAN GROUP LIMITED LIABILITY COMPANY        ","A","FLAL","           2841 N.W. 41ST STREET                     ","                                          ","GAINESVILLE                 ","FL","32606     ","  ","01012005"
"P05000000628","SAWGRASS LANDSCAPE MANAGEMENT, INC.             ","A","DOMP","           4824 NW 96TH TERRACE                      ","                                          ","SUNRISE                     ","FL","33351     ","  ","01032005"
"P05000000638","STEVE TUROFF SERVICES, INC.                     ","A","DOMP","           4025 N FEDERAL HWY #222C                  ","                                          ","OAKLAND PARK                ","FL","33308     ","  ","01032005"
"N05000000028","THE FRED G. MINNIS, SR. BAR FOUNDATION, INC.    ","A","DOMN","P          P.O. BOX 1157                             ","                                          ","ST. PETERSBURG              ","FL","33731-1157","  ","01032005"
"P05000000668","MICHELLE M. ZIELECKI, D.C., P.A.                ","A","DOMP","           7428 SE 114TH LANE                        ","                                          ","BELLEVIEW                   ","FL","34420     ","  ","01032005"
"L05000000438","TENANT FINDERS, LLC                             ","A","FLAL","           6346 GARLAND COURT                        ","                                          ","NEW PORT RICHEY             ","FL","34652     ","  ","01012005"
"P05000000678","RALPH W. PAULSEN, PA                            ","A","DOMP","           10056 TWELVE OAKS COURT                   ","                                          ","WEEKI WACHEE                ","FL","34613     ","  ","01032005"
"M05000000018","FIRST SERVICE REMODELING & HOME IMPROVEMENTS, LL","A","FORL","           2206 SUPERIOR VIADUCT, SUITE 402          ","                                          ","CLEVELAND                   ","OH","44113     ","  ","12272004"
"L05000000448","THE HOME TEAM HOLDINGS, LLC                     ","A","FLAL","           811 PENN AVE. NE                          ","                                          ","ATLANTA                     ","GA","30308     ","  ","01032005"
"P05000000598","TAMPA TRADE EXCHANGE, INC.                      ","A","DOMP","           531 PENINSULA KEY                         ","                                          ","PLANT CITY                  ","FL","33565-8766","US","01012005"
"P05000000658","HANDI HUSBAND FOR HIRE,INC.                     ","A","DOMP","           308  SOUTH HERCULES AVE.                  ","SUITE 4                                   ","CLEARWATER                  ","FL","33765     ","US","01182005"
"P05000000708","MARK. S. ULMER, P.A.                            ","A","DOMP","           890 S DIXIE HWY                           ","                                          ","MIAMI                       ","FL","33146     ","  ","12282004"
"L05000000478","YOUR FAMILY FIRST, LLC                          ","A","FLAL","           317 HAZELTINE DRIVE                       ","                                          ","DEBARY                      ","FL","32713     ","  ","12272004"
"P05000000718","A SUPER LIFT, INC.                              ","A","DOMP","           3700 S HOPKINS AVE #B                     ","                                          ","TITUSVILLE                  ","FL","32780     ","  ","01032005"
"L05000000498","CLAYTON & CLAYTON, LLC                          ","A","FLAL","           131 NE 5 AVE.                             ","                                          ","DELRAY BEACH                ","FL","33483     ","  ","12232004"
"P05000000748","RIGGS & SON INC.                                ","A","DOMP","           214 SE CAMINO ST.                         ","                                          ","PORT ST. LUCIE              ","FL","34952     ","  ","01012005"
"P05000000758","MIAMI CAMERA CARE CORPORATION                   ","A","DOMP","           921 SW 27TH AVE SUITE B                   ","                                          ","MIAMI                       ","FL","33135     ","  ","01032005"
"P05000000768","CRYSTAL CLEANNING SERVICES OF CENTRAL FLORIDA, I","A","DOMP","           6399 BONNIE BAY CIRCLE                    ","                                          ","PINELLAS PARK               ","FL","33781     ","  ","01032005"
"P05000000618","J & J MAIN STREET SUBWAY #2, INC                ","A","DOMP","           1425 MAIN STREET SUITE A                  ","                                          ","DUNEDIN                     ","FL","34698     ","  ","01052005"
"P05000000648","JOHN'S SMALL ENGINE EQUIPMENT, INC.             ","A","DOMP","           909 WEST THIRD STREET                     ","                                          ","SANFORD                     ","FL","32771     ","  ","01032005"
"A05000000028","SHOULTS FAMILY PARTNERSHIP, LTD.                ","A","DOML","P          925 BAMBI DRIVE                           ","                                          ","DESTIN                      ","FL","32541     ","  ","12302004"
"P05000000688","ADMINISTRATIVE PARALEGAL SERVICES, INC.         ","A","DOMP","           37510 CLINTON AVE                         ","                                          ","DADE CITY                   ","FL","33525     ","  ","01032005"
"L05000000458","MRCG, LLC                                       ","A","FLAL","           13907 CAYWOOD POND DRIVE                  ","                                          ","WINDERMERE                  ","FL","34786     ","  ","12272004"
"P05000000698","LUZ DIVINA BEAUTY SALON, INC                    ","A","DOMP","           PO BOX 6176                               ","                                          ","WEST PALM BEACH             ","FL","33405     ","  ","01012005"
"L05000000468","NORTHROP & COMPANY LLC                          ","A","FLAL","           13700 SIX MILE CYPRESS PKWY., STE 2       ","                                          ","FT MYERS                    ","FL","33912     ","  ","12272004"
"P05000000728","COUNTRY FOX LAWN SERVICE, INC.                  ","A","DOMP","           9885 55TH AVENUE NORTH                    ","                                          ","ST. PETERSBURG              ","FL","33708     ","  ","01032005"
"L05000000488","LUXURY N STYLES 4 LESS, LLC                     ","A","FLAL","           3723 SPEAR POINT DR                       ","                                          ","ORLANDO                     ","FL","32837     ","  ","12272004"
"P05000000738","TEDCO CORP.                                     ","A","DOMP","           7400 BRIARCLIFF RD                        ","                                          ","FORT MYERS                  ","FL","33912     ","  ","01032005"
"L05000000508","FLOWER DAY SPA, LLC                             ","A","FLAL","           5825 SW 58TH CT.                          ","                                          ","DAVIE                       ","FL","33314     ","  ","12232004"
"P05000000009","HOUGHLAND'S ROVERS & EXOTICS, INC.              ","A","DOMP","           11213 BRAMBLEBRUSH STREET                 ","                                          ","TAMPA                       ","FL","33624     ","  ","01012005"
"P05000000019","RENDRAG, INC.                                   ","A","DOMP","           1 SE 3RD AVE SUITE 2400                   ","                                          ","MIAMI                       ","FL","33131     ","  ","12302004"
"L05000000009","WLL, LLC                                        ","A","FLAL","           501 COMMENDENCIA STREET                   ","                                          ","PENSACOLA                   ","FL","32502     ","  ","12302004"
"L05000000019","FLY RIDES LLC                                   ","A","FLAL","           18727 OCEAN MIST DRIVE                    ","                                          ","BOCA RATON                  ","FL","33498     ","  ","12302004"
"P05000000029","FURNITURE OUTLET STORE, INC.                    ","A","DOMP","           5121 E. COLONIAL DRIVE                    ","                                          ","ORLANDO                     ","FL","32803     ","  ","12292004"
"P05000000039","SADILEK ENTERPRISES, INC.                       ","A","DOMP","           6166 GARDEN CITY ROAD                     ","                                          ","CRESTVIEW                   ","FL","32539     ","  ","01012005"
"L05000000029","KOSNITZKY CONSULTING AND MANAGEMENT, LLC        ","A","FLAL","           100 S.E. 2 STREET, SUITE 2800             ","                                          ","MIAMI                       ","FL","33131-1714","  ","12302004"
"P05000000049","EVO GROUP INC.                                  ","A","DOMP","           1320 SOUTH DIXIE HIGHWAY                  ","870                                       ","CORAL GABLES                ","FL","33146     ","US","12302004"
"A05000000009","CONNERTY SLG, LTD.                              ","A","DOML","P          4315 PABLO OAKS COURT, SUITE 1            ","                                          ","JACKSONVILLE                ","FL","32224     ","  ","12302004"
"P05000000059","GLOBAL IMPORTERS, INC.                          ","A","DOMP","           555 NE 15TH STREET                        ","#104                                      ","MIAMI                       ","FL","33132     ","US","12302004"
"L05000000039","THE REDY INVESTMENT GROUP LIMITED LIABILITY COMP","A","FLAL","           12381 N.W. 13TH COURT                     ","                                          ","PEMBROKE PINES              ","FL","33026     ","  ","12302004"
"P05000000069","THANH T NGUYEN NAILS, INC.                      ","A","DOMP","           660 EAST LAKE RD                          ","                                          ","PALM HARBOR                 ","FL","34685     ","US","12302004"
"N05000000009","TSUNAMI RELIEF OF TAMPA INC.                    ","A","DOMN","P          P.O. BOX 5348                             ","                                          ","CLEARWATER                  ","FL","33758     ","  ","01032005"
"P05000000079","ANDERSON EXCAVATION INC                         ","A","DOMP","           59 CAMELOT GARDEN BLVD                    ","212                                       ","LEHIGH ACRES                ","FL","33936     ","  ","01012005"
"P05000000089","INVERSIONES 3 DE FEBRERO  INC                   ","A","DOMP","           12250 ATLANTIC BLVD.                      ","1204                                      ","JACKSONVILLE                ","FL","32225     ","US","12302004"
"L05000000049","TDEC-WGS, LLC                                   ","A","FLAL","           200 SOUTH ORANGE AVENUE                   ","                                          ","SARASOTA                    ","FL","34236     ","  ","12302004"
"P05000000099","BELL TIRE CO.                                   ","A","DOMP","           1841 SW 7TH AVENUE                        ","                                          ","OCALA                       ","FL","34474     ","  ","01012005"
"P05000000109","ALICE HOLDINGS, INC.                            ","A","DOMP","           46 MAXCY PLAZA CIRCLE                     ","                                          ","HAINES CITY                 ","FL","33844     ","US","01012005"
"L05000000059","4 C'S HOLDINGS, LLC                             ","A","FLAL","           7511 S TAMIAMI TRAIL                      ","                                          ","SARASOTA                    ","FL","34231     ","  ","12302004"
"L05000000069","TREASURE COAST RENTALS II, LLC                  ","A","FLAL","           1010 CASA BLANCA DRIVE                    ","                                          ","MERRITT ISLAND              ","FL","32953     ","US","12302004"
"L05000000079","WLM OF NAPLES, LLC                              ","A","FLAL","           5470 22ND AVENUE NW                       ","                                          ","NAPLES                      ","FL","34119     ","US","12312004"
"P05000000119","HBFC, INC.                                      ","A","DOMP","           974 NW SPRUCE RIDGE DR.                   ","                                          ","STUART                      ","FL","34994     ","  ","12242004"
"L05000000089","D & P INVESTMENT PROPERTIES, LLC                ","A","FLAL","           POST OFFICE BOX 10038                     ","                                          ","PENSACOLA                   ","FL","32524     ","  ","12302004"
"L05000000099","TIMOTHY A MILLER LLC                            ","A","FLAL","           11406 BUCHANAN LANE                       ","                                          ","SEFFNER                     ","FL","33584     ","US","12302004"
"L05000000109","STONECREEK LLC                                  ","A","FLAL","           3272 AVOCADO DRIVE                        ","                                          ","FORT MYERS                  ","FL","33901     ","US","12302004"
"L05000000119","ARGUELLES & COMPANY LLC                         ","A","FLAL","           35 NEW ROAD PO BOX 1846                   ","                                          ","BELIZE CITY                 ","  ","          ","BZ","12302004"
"L05000000129","A & Z ACQUISITIONS LLC                          ","A","FLAL","           600 RIVER BIRCH COURT                     ","#431                                      ","CLERMONT                    ","FL","34711     ","  ","01012005"
"L05000000139","CHERYL C SCARBOROUGH CLEANING LLC               ","A","FLAL","           4170 TANNER ROAD                          ","                                          ","HAINES CITY                 ","FL","33844     ","  ","12302004"
"P05000000129","MCDONALD FEARON AND SONS, INC.                  ","A","DOMP","           240 NW 12TH STREET                        ","                                          ","BOCA RATON                  ","FL","33432     ","US","12302004"
"L05000000149","SIMCO LEASING, LLC                              ","A","FLAL","           1200 FLIGHTLINE BOULEVARD                 ","SUITE 10                                  ","DELAND,                     ","FL","32724     ","  ","12302004"
"L05000000159","CHABAK MARINE ELECTRICAL LLC                    ","A","FLAL","           9716 SW 3RD STREET                        ","                                          ","BOCA RATON                  ","FL","33428     ","US","12292004"
"L05000000169","SWF CONSTRUCTION LLC                            ","A","FLAL","           28440 OLD US 41                           ","BLDG 200 UNIT 10                          ","BONITA SPRINGS              ","FL","34135     ","  ","01012005"
"L05000000179","SAFE IMAGING, LLC                               ","A","FLAL","           1111 WINDSWEPT AVENUE                     ","                                          ","NAPLES                      ","FL","34109     ","US","01012005"
"P05000000139","TLB SERVICES CORP.                              ","A","DOMP","           7540 SW 59TH CT., SUITE 31                ","                                          ","S. MIAMI                    ","FL","33143     ","  ","12302004"
"L05000000189","GRAU & COMPANY, PLLC                            ","A","FLAL","           2700 N. MILITARY TRAIL                    ","SUITE350                                  ","BOCA RATON                  ","FL","33431     ","US","01032005"
"L05000000199","SALT RIVER PLUMBING, LLC                        ","A","FLAL","           7910 NORTH HIGHLAND                       ","                                          ","TAMPA                       ","FL","33604     ","  ","01012005"
"L05000000209","PROLIFIC FILMS, LLC                             ","A","FLAL","           2941 EAST VINA DEL MAR                    ","                                          ","ST. PETE BEACH              ","FL","33706     ","US","01032005"
"P05000000149","M III VETERINARY SERVICES, INC.                 ","A","DOMP","           32501 CR 473                              ","                                          ","LEESBURG                    ","FL","34788     ","  ","01012005"
"L05000000219","OLD ROCKPILE, LLC                               ","A","FLAL","           168 SAWMILL LAKES BLVD                    ","                                          ","PONTE VEDRA                 ","FL","32082     ","US","01032005"
"L05000000229","SHARP COTTAGE, LLC                              ","A","FLAL","           798 SW HIDDGE RIVER DRIVE                 ","                                          ","PALM CITY                   ","FL","34990     ","  ","01032005"
"P05000000159","AMGO PRODUCTIONS CORP                           ","A","DOMP","           14560 NE 3RD COURT                        ","                                          ","MIAMI                       ","FL","33161     ","US","12302004"
"L05000000239","ABR PROPERTIES LLC                              ","A","FLAL","           3106 W 23RD ST                            ","                                          ","PANAMA CITY                 ","FL","32405     ","US","01032005"
"L05000000259","HERITAGE HARBOUR DEVELOPMENT, LLC               ","A","FLAL","           1101 N. LAKE DESTINY ROAD                 ","SUITE 475                                 ","MAITLAND                    ","FL","37751     ","US","12312004"
"L05000000249","GLOCECOL, L.L.C.                                ","A","FLAL","           5315 NW 195 TERRACE                       ","                                          ","MIAMI                       ","FL","33055     ","  ","01032005"
"P05000000169","BRAZIL V. I. P. PRESS, INC.                     ","A","DOMP","           6630 NW 47TH STREET                       ","                                          ","CORAL SPRINGS               ","FL","33067     ","US","01032005"
"L05000000269","MBC LENDING,LLC                                 ","A","FLAL","           8076 VILLAGE GREEN RD                     ","                                          ","ORLANDO                     ","FL","32808     ","  ","01012005"
"L05000000279","SJC CONTRACTING, LLC                            ","A","FLAL","           504 SE 13TH DR                            ","                                          ","DEERFIELD BEACH             ","FL","33431     ","US","01032005"
"L05000000289","PRESTIGE PLANNING SERVICES LLC                  ","A","FLAL","           P.O. BOX 30579                            ","                                          ","PALM BEACH GARDENS          ","FL","33420     ","US","01032005"
"L05000000299","GIL MARBLE AND GRANITE LLC                      ","A","FLAL","           10600 LA PLACIDA DRIVE                    ","                                          ","CORAL SPRINGS               ","FL","33065     ","  ","01032005"
"L05000000309","BROTHER INVESTMENTS, LLC                        ","A","FLAL","           7462 NW 23RD ST                           ","                                          ","PEMBROKE PINES              ","FL","33024     ","  ","01032005"
"L05000000319","ERC FRANCHISE, LLC                              ","A","FLAL","           6920 ANNAPOLIS COURT                      ","                                          ","PARKLAND                    ","FL","33067     ","  ","01022005"
"L05000000329","KALAFIAN'S A/C, REFRIGERATION & HEATING, LLC    ","A","FLAL","           439 BENT OAK LOOP                         ","                                          ","DAVENPORT                   ","FL","33837     ","US","01032005"
"P05000000189","REPWORLD HOLDINGS CORPORATION                   ","A","DOMP","           4911 LYONS TECHNOLOGY PARKWAY             ","3                                         ","COCONUT CREEK               ","FL","33073     ","  ","01032005"
"P05000000179","VOLLEYBALL PLAYERS' ACADEMY, INC.               ","A","DOMP","           5900 SOUTHWEST 127 AVENUE #3102           ","                                          ","MIAMI                       ","FL","33183     ","  ","01032005"
"L05000000339","JERRY BUTLER ENTERPRISES, LLC                   ","A","FLAL","           PO BOX 7166                               ","                                          ","WINTER HAVEN                ","FL","33883     ","US","01012005"
"P05000000199","ANDRZEJ TRZECIAK INC.                           ","A","DOMP","           1951 SOUVENIR DR.                         ","                                          ","CLEARWATER                  ","FL","33755     ","US","01032005"
"P05000000209","SARA SANCHEZ P.A.                               ","A","DOMP","           1140 CHESTNUT LANE                        ","                                          ","HOLLYWOOD                   ","FL","33019     ","  ","12302004"
"P05000000219","JAIME BEHMOIRAS, INC.                           ","A","DOMP","           7501 CENTER BAY DRIVE                     ","                                          ","NORTH BAY VILLAGE           ","FL","33141     ","  ","12302004"
"L05000000349","STERLING HOME MANAGEMENT LLC                    ","A","FLAL","           2469 ST. AUGUSTINE BLVD.                  ","                                          ","HAINES CITY                 ","FL","33844     ","  ","12302004"
"L05000000359","1188 PARTNERS, LLC                              ","A","FLAL","           1855 W. STATE ROAD 434                    ","                                          ","LONGWOOD                    ","FL","32750     ","  ","01012005"
"P05000000229","DIGITAL NETWORK CONNECTIONS INC.                ","A","DOMP","           6413 SOLANO COURT                         ","229                                       ","TAMPA                       ","FL","33634     ","US","12292004"
"A05000000019","THE JOSEPH G. SOROTA FAMILY LIMITED PARTNERSHIP ","A","DOML","P          2250 NW 136TH AVE                         ","                                          ","PEMBROKE PINES              ","FL","33028     ","US","12292004"
"P05000000239","LARBAB ENTERPRISES, INC.                        ","A","DOMP","           151 CRANDON BLVD. #442                    ","                                          ","KEY BISCAYNE                ","FL","33149     ","  ","01012005"
"P05000000249","BEACHSIDE TECHNICAL MEDIA, INC.                 ","A","DOMP","           2512 CACTUS WREN CT.                      ","                                          ","SAINT AUGUSTINE             ","FL","32084     ","US","01032005"
"N05000000019","ILE YOUTH FOUNDATION, INC.                      ","A","DOMN","P          16084 SW 87 TERRACE                       ","                                          ","MIAMI                       ","FL","33193     ","  ","01012005"
"P05000000279","GULF COAST ONE TITLE, INC                       ","A","DOMP","           6121 COLISEUM BLVD                        ","                                          ","PORT CHARLOTTE              ","FL","33981     ","US","01012005"
"P05000000289","REYES DRYWALL, INC.                             ","A","DOMP","           314 LINDEN LANE                           ","                                          ","ORANGE PARK                 ","FL","32073     ","  ","12312004"
"P05000000299","SPRINGER ENVIRONMENTAL SERVICES, INC.           ","A","DOMP","           5926 US HWY 92W                           ","                                          ","PLANT CITY                  ","FL","33567     ","  ","01012005"
"P05000000309","TERAGOLD REALTY GROUP, INC.                     ","A","DOMP","           3821 B TAMIAMI TRAIL                      ","#402                                      ","PORT CHARLOTTE              ","FL","33952     ","  ","01012005"
